,-10,-11,-12,-13,-14,-15,-16,-17,-18,-19,-20
10,19.686666666666667,15.48,24.66,21.14666666666667,23.573333333333334,24.58,20.52,23.906666666666666,23.676666666666666,22.316666666666666,18.473333333333333
11,22.023333333333333,20.866666666666667,24.30666666666667,23.213333333333335,24.05666666666667,23.88,16.97,22.296666666666667,18.763333333333332,20.893333333333334,20.4
12,23.45,23.203333333333333,21.27,22.246666666666666,21.423333333333332,24.236666666666668,23.936666666666667,23.783333333333335,23.85333333333333,18.85333333333333,21.023333333333333
13,24.35,22.94333333333333,23.09,21.773333333333333,24.643333333333334,21.803333333333335,22.856666666666666,22.883333333333333,23.61,20.696666666666665,23.51
14,22.54,23.476666666666667,21.516666666666666,24.866666666666667,22.566666666666666,21.2,23.63,24.313333333333333,20.97,20.573333333333334,18.003333333333334
15,22.61,22.83,21.696666666666665,22.233333333333334,20.64,16.553333333333335,21.796666666666667,24.55666666666667,22.553333333333335,21.73,23.11
16,23.046666666666667,21.446666666666665,22.123333333333335,22.27,20.573333333333334,23.346666666666668,24.106666666666666,22.38,23.836666666666666,21.67,23.23
17,22.423333333333332,22.34,22.526666666666667,23.256666666666668,23.333333333333332,23.92,24.213333333333335,22.463333333333335,22.44,23.4,24.726666666666667
18,20.293333333333333,22.19,20.39666666666667,19.926666666666666,21.796666666666667,21.663333333333334,22.816666666666666,23.403333333333332,20.323333333333334,15.116666666666667,23.453333333333333
19,22.333333333333332,23.046666666666667,21.93,23.4,22.356666666666666,23.813333333333333,21.553333333333335,17.06,23.24,21.993333333333332,18.196666666666665
20,22.153333333333332,21.55,22.246666666666666,22.53,19.75,22.63,18.88,22.546666666666667,22.293333333333333,19.84,23.046666666666667
